timestamp_utc,event,state,district,block,village,year,wqi_value,wqi_class,wqi_range,hhi_value,hhi_class,hhi_range,payload_json,result_json
2026-02-17T13:46:08.682023+00:00,predict_success,Tamil Nadu,Dindigul,Athoor,Akkaraipatti,2041,87.49,Unfit,83.69-91.29,2.77,High,2.47-3.0,"{""state"": ""Tamil Nadu"", ""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""Akkaraipatti"", ""year"": ""2041""}","{""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""Akkaraipatti"", ""year"": 2041, ""wqi"": {""class"": ""Unfit"", ""value"": 87.49, ""range"": [83.69, 91.29]}, ""hhi"": {""class"": ""High"", ""value"": 2.77, ""range"": [2.47, 3.0]}, ""trend"": [{""year"": 2036, ""wqi_value"": 87.26, ""hhi_value"": 2.71, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2037, ""wqi_value"": 86.58, ""hhi_value"": 2.52, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2038, ""wqi_value"": 82.15, ""hhi_value"": 2.58, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2039, ""wqi_value"": 85.72, ""hhi_value"": 2.51, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2040, ""wqi_value"": 84.73, ""hhi_value"": 2.39, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2041, ""wqi_value"": 87.49, ""hhi_value"": 2.77, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2042, ""wqi_value"": 86.66, ""hhi_value"": 2.58, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2043, ""wqi_value"": 83.76, ""hhi_value"": 2.36, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2044, ""wqi_value"": 85.84, ""hhi_value"": 2.72, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2045, ""wqi_value"": 83.39, ""hhi_value"": 2.35, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2046, ""wqi_value"": 83.45, ""hhi_value"": 2.58, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}]}"
2026-02-17T13:46:09.905936+00:00,predict_client,Tamil Nadu,Dindigul,Athoor,Akkaraipatti,2041,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""Akkaraipatti"", ""year"": ""2041""}",
2026-02-17T13:46:31.142480+00:00,predict_success,Tamil Nadu,Dindigul,Athoor,N. Panjampatti,2050,84.56,Unfit,81.0-88.36,2.44,High,2.14-2.74,"{""state"": ""Tamil Nadu"", ""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": ""2050""}","{""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": 2050, ""wqi"": {""class"": ""Unfit"", ""value"": 84.56, ""range"": [81.0, 88.36]}, ""hhi"": {""class"": ""High"", ""value"": 2.44, ""range"": [2.14, 2.74]}, ""trend"": [{""year"": 2045, ""wqi_value"": 84.84, ""hhi_value"": 2.44, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2046, ""wqi_value"": 85.22, ""hhi_value"": 2.57, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2047, ""wqi_value"": 83.56, ""hhi_value"": 2.46, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2048, ""wqi_value"": 84.44, ""hhi_value"": 2.7, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2049, ""wqi_value"": 86.28, ""hhi_value"": 2.34, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2050, ""wqi_value"": 84.56, ""hhi_value"": 2.44, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}]}"
2026-02-17T13:46:32.364904+00:00,predict_client,Tamil Nadu,Dindigul,Athoor,N. Panjampatti,2050,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": ""2050""}",
2026-02-17T13:50:28.019473+00:00,predict_success,Tamil Nadu,Dindigul,Athoor,N. Panjampatti,2050,86.05,Unfit,81.3-90.8,1.94,High,1.57-2.32,"{""state"": ""Tamil Nadu"", ""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": ""2050""}","{""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": 2050, ""wqi"": {""class"": ""Unfit"", ""value"": 86.05, ""range"": [81.3, 90.8]}, ""hhi"": {""class"": ""High"", ""value"": 1.94, ""range"": [1.57, 2.32]}, ""trend"": [{""year"": 2045, ""wqi_value"": 87.29, ""hhi_value"": 1.98, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2046, ""wqi_value"": 88.51, ""hhi_value"": 2.45, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2047, ""wqi_value"": 93.36, ""hhi_value"": 2.81, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2048, ""wqi_value"": 89.21, ""hhi_value"": 2.79, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2049, ""wqi_value"": 84.05, ""hhi_value"": 2.75, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2050, ""wqi_value"": 86.05, ""hhi_value"": 1.94, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}]}"
2026-02-17T13:50:29.239952+00:00,predict_client,Tamil Nadu,Dindigul,Athoor,N. Panjampatti,2050,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": ""2050""}",
2026-02-17T13:50:46.919140+00:00,predict_success,Tamil Nadu,Dindigul,Athoor,N. Panjampatti,2040,88.44,Unfit,83.69-93.19,2.05,High,1.67-2.42,"{""state"": ""Tamil Nadu"", ""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": ""2040""}","{""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": 2040, ""wqi"": {""class"": ""Unfit"", ""value"": 88.44, ""range"": [83.69, 93.19]}, ""hhi"": {""class"": ""High"", ""value"": 2.05, ""range"": [1.67, 2.42]}, ""trend"": [{""year"": 2035, ""wqi_value"": 93.92, ""hhi_value"": 2.15, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2036, ""wqi_value"": 88.09, ""hhi_value"": 2.74, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2037, ""wqi_value"": 92.63, ""hhi_value"": 2.09, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2038, ""wqi_value"": 89.11, ""hhi_value"": 1.91, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2039, ""wqi_value"": 89.8, ""hhi_value"": 2.36, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2040, ""wqi_value"": 88.44, ""hhi_value"": 2.05, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2041, ""wqi_value"": 85.69, ""hhi_value"": 2.28, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2042, ""wqi_value"": 89.32, ""hhi_value"": 2.17, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2043, ""wqi_value"": 85.64, ""hhi_value"": 2.51, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2044, ""wqi_value"": 94.0, ""hhi_value"": 2.3, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2045, ""wqi_value"": 87.29, ""hhi_value"": 1.98, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}]}"
2026-02-17T13:50:48.145018+00:00,predict_client,Tamil Nadu,Dindigul,Athoor,N. Panjampatti,2040,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": ""2040""}",
2026-02-17T13:51:16.076738+00:00,predict_success,Tamil Nadu,Dindigul,Athoor,N. Panjampatti,2027,90.38,Unfit,85.63-95.13,2.32,High,1.94-2.69,"{""state"": ""Tamil Nadu"", ""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": ""2027""}","{""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": 2027, ""wqi"": {""class"": ""Unfit"", ""value"": 90.38, ""range"": [85.63, 95.13]}, ""hhi"": {""class"": ""High"", ""value"": 2.32, ""range"": [1.94, 2.69]}, ""trend"": [{""year"": 2022, ""wqi_value"": 95.13, ""hhi_value"": 2.53, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2023, ""wqi_value"": 84.64, ""hhi_value"": 2.49, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2024, ""wqi_value"": 92.59, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2025, ""wqi_value"": 88.23, ""hhi_value"": 2.56, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2026, ""wqi_value"": 83.54, ""hhi_value"": 2.72, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2027, ""wqi_value"": 90.38, ""hhi_value"": 2.32, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2028, ""wqi_value"": 87.84, ""hhi_value"": 1.92, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2029, ""wqi_value"": 94.59, ""hhi_value"": 2.75, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2030, ""wqi_value"": 83.23, ""hhi_value"": 2.41, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2031, ""wqi_value"": 94.68, ""hhi_value"": 2.31, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2032, ""wqi_value"": 88.1, ""hhi_value"": 1.9, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}]}"
2026-02-17T13:51:17.307401+00:00,predict_client,Tamil Nadu,Dindigul,Athoor,N. Panjampatti,2027,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": ""2027""}",
2026-02-17T13:53:21.562897+00:00,predict_success,Tamil Nadu,Dindigul,Athoor,N. Panjampatti,2027,87.34,Unfit,82.59-92.09,2.56,High,2.18-2.93,"{""state"": ""Tamil Nadu"", ""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": ""2027""}","{""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": 2027, ""wqi"": {""class"": ""Unfit"", ""value"": 87.34, ""range"": [82.59, 92.09]}, ""hhi"": {""class"": ""High"", ""value"": 2.56, ""range"": [2.18, 2.93]}, ""trend"": [{""year"": 2022, ""wqi_value"": 89.83, ""hhi_value"": 1.45, ""wqi_class"": ""Unfit"", ""hhi_class"": ""Medium""}, {""year"": 2023, ""wqi_value"": 85.11, ""hhi_value"": 0.74, ""wqi_class"": ""Unfit"", ""hhi_class"": ""Low""}, {""year"": 2024, ""wqi_value"": 55.68, ""hhi_value"": 2.73, ""wqi_class"": ""Moderate"", ""hhi_class"": ""High""}, {""year"": 2025, ""wqi_value"": 57.5, ""hhi_value"": 1.0, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Low""}, {""year"": 2026, ""wqi_value"": 58.16, ""hhi_value"": 0.99, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Low""}, {""year"": 2027, ""wqi_value"": 87.34, ""hhi_value"": 2.56, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2028, ""wqi_value"": 44.0, ""hhi_value"": 1.5, ""wqi_class"": ""Good"", ""hhi_class"": ""Medium""}, {""year"": 2029, ""wqi_value"": 56.83, ""hhi_value"": 1.0, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Low""}, {""year"": 2030, ""wqi_value"": 68.71, ""hhi_value"": 0.7, ""wqi_class"": ""Poor"", ""hhi_class"": ""Low""}, {""year"": 2031, ""wqi_value"": 72.88, ""hhi_value"": 1.5, ""wqi_class"": ""Poor"", ""hhi_class"": ""Medium""}, {""year"": 2032, ""wqi_value"": 67.95, ""hhi_value"": 2.16, ""wqi_class"": ""Poor"", ""hhi_class"": ""High""}]}"
2026-02-17T13:53:22.796153+00:00,predict_client,Tamil Nadu,Dindigul,Athoor,N. Panjampatti,2027,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": ""2027""}",
2026-02-17T14:18:00.770337+00:00,predict_success,Tamil Nadu,Dindigul,Athoor,N. Panjampatti,2027,87.34,Unfit,82.59-92.09,2.56,High,2.18-2.93,"{""state"": ""Tamil Nadu"", ""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": ""2027""}","{""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": 2027, ""wqi"": {""class"": ""Unfit"", ""value"": 87.34, ""range"": [82.59, 92.09]}, ""hhi"": {""class"": ""High"", ""value"": 2.56, ""range"": [2.18, 2.93]}, ""trend"": [{""year"": 2022, ""wqi_value"": 89.83, ""hhi_value"": 1.45, ""wqi_class"": ""Unfit"", ""hhi_class"": ""Medium""}, {""year"": 2023, ""wqi_value"": 85.11, ""hhi_value"": 0.74, ""wqi_class"": ""Unfit"", ""hhi_class"": ""Low""}, {""year"": 2024, ""wqi_value"": 55.68, ""hhi_value"": 2.73, ""wqi_class"": ""Moderate"", ""hhi_class"": ""High""}, {""year"": 2025, ""wqi_value"": 57.5, ""hhi_value"": 1.0, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Low""}, {""year"": 2026, ""wqi_value"": 58.16, ""hhi_value"": 0.99, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Low""}, {""year"": 2027, ""wqi_value"": 87.34, ""hhi_value"": 2.56, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2028, ""wqi_value"": 44.0, ""hhi_value"": 1.5, ""wqi_class"": ""Good"", ""hhi_class"": ""Medium""}, {""year"": 2029, ""wqi_value"": 56.83, ""hhi_value"": 1.0, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Low""}, {""year"": 2030, ""wqi_value"": 68.71, ""hhi_value"": 0.7, ""wqi_class"": ""Poor"", ""hhi_class"": ""Low""}, {""year"": 2031, ""wqi_value"": 72.88, ""hhi_value"": 1.5, ""wqi_class"": ""Poor"", ""hhi_class"": ""Medium""}, {""year"": 2032, ""wqi_value"": 67.95, ""hhi_value"": 2.16, ""wqi_class"": ""Poor"", ""hhi_class"": ""High""}]}"
2026-02-17T14:18:01.991459+00:00,predict_client,Tamil Nadu,Dindigul,Athoor,N. Panjampatti,2027,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Dindigul"", ""block"": ""Athoor"", ""village"": ""N. Panjampatti"", ""year"": ""2027""}",
2026-02-17T14:18:21.571591+00:00,predict_success,Tamil Nadu,Karur,Aravakurichi,Alamarathupatti,2027,57.73,Moderate,53.98-60.0,1.0,Low,0.75-1.0,"{""state"": ""Tamil Nadu"", ""district"": ""Karur"", ""block"": ""Aravakurichi"", ""village"": ""Alamarathupatti"", ""year"": ""2027""}","{""district"": ""Karur"", ""block"": ""Aravakurichi"", ""village"": ""Alamarathupatti"", ""year"": 2027, ""wqi"": {""class"": ""Moderate"", ""value"": 57.73, ""range"": [53.98, 60.0]}, ""hhi"": {""class"": ""Low"", ""value"": 1.0, ""range"": [0.75, 1.0]}, ""trend"": [{""year"": 2022, ""wqi_value"": 88.9, ""hhi_value"": 1.47, ""wqi_class"": ""Unfit"", ""hhi_class"": ""Medium""}, {""year"": 2023, ""wqi_value"": 60.0, ""hhi_value"": 1.5, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Medium""}, {""year"": 2024, ""wqi_value"": 60.0, ""hhi_value"": 1.48, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Medium""}, {""year"": 2025, ""wqi_value"": 80.0, ""hhi_value"": 1.0, ""wqi_class"": ""Poor"", ""hhi_class"": ""Low""}, {""year"": 2026, ""wqi_value"": 43.4, ""hhi_value"": 1.5, ""wqi_class"": ""Good"", ""hhi_class"": ""Medium""}, {""year"": 2027, ""wqi_value"": 57.73, ""hhi_value"": 1.0, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Low""}, {""year"": 2028, ""wqi_value"": 42.26, ""hhi_value"": 2.41, ""wqi_class"": ""Good"", ""hhi_class"": ""High""}, {""year"": 2029, ""wqi_value"": 79.91, ""hhi_value"": 1.0, ""wqi_class"": ""Poor"", ""hhi_class"": ""Low""}, {""year"": 2030, ""wqi_value"": 41.04, ""hhi_value"": 0.73, ""wqi_class"": ""Good"", ""hhi_class"": ""Low""}, {""year"": 2031, ""wqi_value"": 60.0, ""hhi_value"": 1.5, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Medium""}, {""year"": 2032, ""wqi_value"": 58.74, ""hhi_value"": 2.23, ""wqi_class"": ""Moderate"", ""hhi_class"": ""High""}]}"
2026-02-17T14:18:22.797913+00:00,predict_client,Tamil Nadu,Karur,Aravakurichi,Alamarathupatti,2027,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Karur"", ""block"": ""Aravakurichi"", ""village"": ""Alamarathupatti"", ""year"": ""2027""}",
2026-02-17T14:18:44.178414+00:00,predict_success,Tamil Nadu,Cuddalore,Annagramam,Agaram,2027,60.0,Moderate,56.25-60.0,1.5,Medium,1.38-1.5,"{""state"": ""Tamil Nadu"", ""district"": ""Cuddalore"", ""block"": ""Annagramam"", ""village"": ""Agaram"", ""year"": ""2027""}","{""district"": ""Cuddalore"", ""block"": ""Annagramam"", ""village"": ""Agaram"", ""year"": 2027, ""wqi"": {""class"": ""Moderate"", ""value"": 60.0, ""range"": [56.25, 60.0]}, ""hhi"": {""class"": ""Medium"", ""value"": 1.5, ""range"": [1.38, 1.5]}, ""trend"": [{""year"": 2022, ""wqi_value"": 44.0, ""hhi_value"": 1.5, ""wqi_class"": ""Good"", ""hhi_class"": ""Medium""}, {""year"": 2023, ""wqi_value"": 31.23, ""hhi_value"": 1.5, ""wqi_class"": ""Good"", ""hhi_class"": ""Medium""}, {""year"": 2024, ""wqi_value"": 44.0, ""hhi_value"": 1.0, ""wqi_class"": ""Good"", ""hhi_class"": ""Low""}, {""year"": 2025, ""wqi_value"": 60.0, ""hhi_value"": 2.77, ""wqi_class"": ""Moderate"", ""hhi_class"": ""High""}, {""year"": 2026, ""wqi_value"": 26.02, ""hhi_value"": 1.97, ""wqi_class"": ""Good"", ""hhi_class"": ""High""}, {""year"": 2027, ""wqi_value"": 60.0, ""hhi_value"": 1.5, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Medium""}, {""year"": 2028, ""wqi_value"": 79.13, ""hhi_value"": 2.0, ""wqi_class"": ""Poor"", ""hhi_class"": ""High""}, {""year"": 2029, ""wqi_value"": 80.0, ""hhi_value"": 1.5, ""wqi_class"": ""Poor"", ""hhi_class"": ""Medium""}, {""year"": 2030, ""wqi_value"": 72.08, ""hhi_value"": 1.42, ""wqi_class"": ""Poor"", ""hhi_class"": ""Medium""}, {""year"": 2031, ""wqi_value"": 60.0, ""hhi_value"": 1.5, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Medium""}, {""year"": 2032, ""wqi_value"": 78.34, ""hhi_value"": 2.15, ""wqi_class"": ""Poor"", ""hhi_class"": ""High""}]}"
2026-02-17T14:18:45.399284+00:00,predict_client,Tamil Nadu,Cuddalore,Annagramam,Agaram,2027,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Cuddalore"", ""block"": ""Annagramam"", ""village"": ""Agaram"", ""year"": ""2027""}",
2026-02-17T14:19:03.467315+00:00,predict_success,Tamil Nadu,Cuddalore,Annagramam,Agaram,2035,78.96,Poor,74.21-80.0,0.74,Low,0.49-0.99,"{""state"": ""Tamil Nadu"", ""district"": ""Cuddalore"", ""block"": ""Annagramam"", ""village"": ""Agaram"", ""year"": ""2035""}","{""district"": ""Cuddalore"", ""block"": ""Annagramam"", ""village"": ""Agaram"", ""year"": 2035, ""wqi"": {""class"": ""Poor"", ""value"": 78.96, ""range"": [74.21, 80.0]}, ""hhi"": {""class"": ""Low"", ""value"": 0.74, ""range"": [0.49, 0.99]}, ""trend"": [{""year"": 2030, ""wqi_value"": 72.08, ""hhi_value"": 1.42, ""wqi_class"": ""Poor"", ""hhi_class"": ""Medium""}, {""year"": 2031, ""wqi_value"": 60.0, ""hhi_value"": 1.5, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Medium""}, {""year"": 2032, ""wqi_value"": 78.34, ""hhi_value"": 2.15, ""wqi_class"": ""Poor"", ""hhi_class"": ""High""}, {""year"": 2033, ""wqi_value"": 44.0, ""hhi_value"": 1.49, ""wqi_class"": ""Good"", ""hhi_class"": ""Medium""}, {""year"": 2034, ""wqi_value"": 79.02, ""hhi_value"": 1.0, ""wqi_class"": ""Poor"", ""hhi_class"": ""Low""}, {""year"": 2035, ""wqi_value"": 78.96, ""hhi_value"": 0.74, ""wqi_class"": ""Poor"", ""hhi_class"": ""Low""}, {""year"": 2036, ""wqi_value"": 75.51, ""hhi_value"": 1.0, ""wqi_class"": ""Poor"", ""hhi_class"": ""Low""}, {""year"": 2037, ""wqi_value"": 90.3, ""hhi_value"": 1.5, ""wqi_class"": ""Unfit"", ""hhi_class"": ""Medium""}, {""year"": 2038, ""wqi_value"": 55.67, ""hhi_value"": 0.77, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Low""}, {""year"": 2039, ""wqi_value"": 75.68, ""hhi_value"": 1.5, ""wqi_class"": ""Poor"", ""hhi_class"": ""Medium""}, {""year"": 2040, ""wqi_value"": 79.1, ""hhi_value"": 1.5, ""wqi_class"": ""Poor"", ""hhi_class"": ""Medium""}]}"
2026-02-17T14:19:04.701174+00:00,predict_client,Tamil Nadu,Cuddalore,Annagramam,Agaram,2035,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Cuddalore"", ""block"": ""Annagramam"", ""village"": ""Agaram"", ""year"": ""2035""}",
2026-02-17T14:34:19.869621+00:00,predict_success,Tamil Nadu,Ariyalur,Andimadam,Alagapuram,2025,60.0,Moderate,56.25-60.0,1.0,Low,0.75-1.0,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}","{""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": 2025, ""wqi"": {""class"": ""Moderate"", ""value"": 60.0, ""range"": [56.25, 60.0]}, ""hhi"": {""class"": ""Low"", ""value"": 1.0, ""range"": [0.75, 1.0]}, ""trend"": [{""year"": 2020, ""wqi_value"": 23.34, ""hhi_value"": 0.91, ""wqi_class"": ""Good"", ""hhi_class"": ""Low""}, {""year"": 2021, ""wqi_value"": 67.71, ""hhi_value"": 2.56, ""wqi_class"": ""Poor"", ""hhi_class"": ""High""}, {""year"": 2022, ""wqi_value"": 57.4, ""hhi_value"": 1.5, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Medium""}, {""year"": 2023, ""wqi_value"": 70.25, ""hhi_value"": 1.44, ""wqi_class"": ""Poor"", ""hhi_class"": ""Medium""}, {""year"": 2024, ""wqi_value"": 24.72, ""hhi_value"": 2.03, ""wqi_class"": ""Good"", ""hhi_class"": ""High""}, {""year"": 2025, ""wqi_value"": 60.0, ""hhi_value"": 1.0, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Low""}, {""year"": 2026, ""wqi_value"": 70.55, ""hhi_value"": 1.0, ""wqi_class"": ""Poor"", ""hhi_class"": ""Low""}, {""year"": 2027, ""wqi_value"": 34.33, ""hhi_value"": 1.5, ""wqi_class"": ""Good"", ""hhi_class"": ""Medium""}, {""year"": 2028, ""wqi_value"": 92.82, ""hhi_value"": 1.5, ""wqi_class"": ""Unfit"", ""hhi_class"": ""Medium""}, {""year"": 2029, ""wqi_value"": 94.71, ""hhi_value"": 1.0, ""wqi_class"": ""Unfit"", ""hhi_class"": ""Low""}, {""year"": 2030, ""wqi_value"": 89.18, ""hhi_value"": 1.5, ""wqi_class"": ""Unfit"", ""hhi_class"": ""Medium""}]}"
2026-02-17T14:34:21.091483+00:00,predict_client,Tamil Nadu,Ariyalur,Andimadam,Alagapuram,2025,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}",
2026-02-17T14:34:42.388103+00:00,predict_success,Tamil Nadu,Ariyalur,Andimadam,Alagapuram,2027,34.33,Good,23.33-44.0,1.5,Medium,1.38-1.5,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2027""}","{""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": 2027, ""wqi"": {""class"": ""Good"", ""value"": 34.33, ""range"": [23.33, 44.0]}, ""hhi"": {""class"": ""Medium"", ""value"": 1.5, ""range"": [1.38, 1.5]}, ""trend"": [{""year"": 2022, ""wqi_value"": 57.4, ""hhi_value"": 1.5, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Medium""}, {""year"": 2023, ""wqi_value"": 70.25, ""hhi_value"": 1.44, ""wqi_class"": ""Poor"", ""hhi_class"": ""Medium""}, {""year"": 2024, ""wqi_value"": 24.72, ""hhi_value"": 2.03, ""wqi_class"": ""Good"", ""hhi_class"": ""High""}, {""year"": 2025, ""wqi_value"": 60.0, ""hhi_value"": 1.0, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Low""}, {""year"": 2026, ""wqi_value"": 70.55, ""hhi_value"": 1.0, ""wqi_class"": ""Poor"", ""hhi_class"": ""Low""}, {""year"": 2027, ""wqi_value"": 34.33, ""hhi_value"": 1.5, ""wqi_class"": ""Good"", ""hhi_class"": ""Medium""}, {""year"": 2028, ""wqi_value"": 92.82, ""hhi_value"": 1.5, ""wqi_class"": ""Unfit"", ""hhi_class"": ""Medium""}, {""year"": 2029, ""wqi_value"": 94.71, ""hhi_value"": 1.0, ""wqi_class"": ""Unfit"", ""hhi_class"": ""Low""}, {""year"": 2030, ""wqi_value"": 89.18, ""hhi_value"": 1.5, ""wqi_class"": ""Unfit"", ""hhi_class"": ""Medium""}, {""year"": 2031, ""wqi_value"": 57.09, ""hhi_value"": 1.0, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Low""}, {""year"": 2032, ""wqi_value"": 56.65, ""hhi_value"": 1.0, ""wqi_class"": ""Moderate"", ""hhi_class"": ""Low""}]}"
2026-02-17T14:34:43.608563+00:00,predict_client,Tamil Nadu,Ariyalur,Andimadam,Alagapuram,2027,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2027""}",
